# ACTS Test Suite Generation: Sat Sep 26 20:39:43 EEST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 4
# Maximum number of values per parameter: 173
# Number of configurations: 21815
mbap_transaction,mbap_protocol,mbap_len,mbap_slave
48150,1019,8193,68
48150,1021,8194,124
48150,1022,8195,126
48150,1023,32764,17
48150,1024,32765,21
48150,1025,32766,29
48150,1026,32767,14
48150,1027,32768,15
48150,1028,32769,29
48150,1029,32770,64
48150,2041,32771,59
48150,2042,32772,252
48150,2043,32773,29
48150,2044,65530,254
48150,2045,65531,27
48150,2046,65532,65
48150,2047,65533,35
48150,2048,65534,3
48150,2049,65535,69
48150,2050,0,7
48150,2051,1,68
48150,2052,2,7
48150,4091,3,28
48150,4092,4,13
48150,4093,5,253
48150,4094,6,28
48150,4095,7,0
48150,4096,8,69
48150,4097,9,14
48150,4098,10,12
48150,4099,11,28
48150,4100,12,32
48150,4101,13,125
48150,8187,14,59
48150,8188,15,132
48150,8189,16,6
48150,8190,32,11
48150,8191,32764,133
48150,8192,14,21
48150,8193,65535,11
48150,8194,256,8
48150,8195,254,3
48150,8196,8,255
48150,8197,2052,66
48150,16379,32773,133
48150,16380,263,253
48150,16381,2,33
48150,16382,8192,8
48150,16383,1024,15
48150,16384,4096,124
48150,16385,263,131
48150,16386,0,67
48150,16387,2,37
48150,16388,264,21
48150,16389,32765,35
48150,32763,265,0
48150,32764,1,62
48150,32765,4095,66
48150,32766,252,61
48150,32767,65534,253
48150,32768,1462,14
48150,32769,32770,126
48150,32770,127,7
48150,32771,2051,253
48150,32772,1458,60
48150,32773,261,127
48150,65280,4093,127
48150,65530,6,15
48150,65531,32770,131
48150,65532,1026,60
48150,65533,4,9
48150,65534,4,129
48150,65535,4096,32
48151,0,64,36
48151,1,124,130
48151,2,125,133
48151,3,126,3
48151,4,127,4
48151,5,128,6
48151,6,129,7
48151,7,251,9
48151,8,252,10
48151,9,253,11
48151,10,254,13
48151,31,255,19
48151,32,256,27
48151,33,257,28
48151,34,258,30
48151,61,259,32
48151,62,260,33
48151,63,261,63
48151,64,262,65
48151,65,263,69
48151,66,264,123
48151,67,265,125
48151,68,1021,127
48151,69,1022,128
48151,125,1023,129
48151,126,1024,131
48151,127,1025,132
48151,128,1026,251
48151,129,1027,252
48151,130,1458,253
48151,131,1459,254
48151,251,1460,255
48151,252,1461,0
48151,253,1462,1
48151,254,2045,2
48151,255,2046,5
48151,256,2047,8
48151,257,2048,12
48151,258,2049,15
48151,259,2050,16
48151,260,2051,18
48151,261,2052,20
48151,507,4092,31
48151,508,4093,34
48151,509,4094,35
48151,510,4095,37
48151,511,4096,59
48151,512,4097,60
48151,513,4098,61
48151,514,4099,62
48151,515,8190,64
48151,516,8191,66
48151,517,8192,67
48151,1019,8193,68
48151,1021,8194,124
48151,1022,8195,126
48151,1023,32764,17
48151,1024,32765,21
48151,1025,32766,29
48151,1026,32767,14
48151,1027,32768,60
48151,1028,32769,36
48151,1029,32770,18
48151,2041,32771,16
48151,2042,32772,62
48151,2043,32773,1
48151,2044,65530,60
48151,2045,65531,69
48151,2046,65532,35
48151,2047,65533,4
48151,2048,65534,20
48151,2049,65535,28
48151,2050,0,13
48151,2051,1,36
48151,2052,2,0
48151,4091,3,61
48151,4092,4,33
48151,4093,5,131
48151,4094,6,65
48151,4095,7,15
48151,4096,8,29
48151,4097,9,64
48151,4098,10,64
48151,4099,11,61
48151,4100,12,131
48151,4101,13,132
48151,8187,14,123
48151,8188,15,11
48151,8189,16,131
48151,8190,32,7
48151,8191,252,68
48151,8192,124,124
48151,8193,3,5
48151,8194,32766,66
48151,8195,7,12
48151,8196,1459,254
48151,8197,65534,34
48151,16379,15,66
48151,16380,32764,253
48151,16381,13,124
48151,16382,1025,126
48151,16383,1462,2
48151,16384,12,37
48151,16385,1027,2
48151,16386,124,30
48151,16387,1024,2
48151,16388,4094,0
48151,16389,263,67
48151,32763,4092,27
48151,32764,4093,133
48151,32765,1023,254
48151,32766,264,255
48151,32767,32764,130
48151,32768,2048,125
48151,32769,0,4
48151,32770,251,251
48151,32771,255,30
48151,32772,4097,33
48151,32773,15,28
48151,65280,263,12
48151,65530,32765,124
48151,65531,1461,65
48151,65532,32765,2
48151,65533,8191,124
48151,65534,4096,125
48151,65535,32766,20
48152,0,64,36
48152,1,124,130
48152,2,125,133
48152,3,126,3
48152,4,127,4
48152,5,128,6
48152,6,129,7
48152,7,251,9
48152,8,252,10
48152,9,253,11
48152,10,254,13
48152,31,255,19
48152,32,256,27
48152,33,257,28
48152,34,258,30
48152,61,259,32
48152,62,260,33
48152,63,261,63
48152,64,262,65
48152,65,263,69
48152,66,264,123
48152,67,265,125
48152,68,1021,127
48152,69,1022,128
48152,125,1023,129
48152,126,1024,131
48152,127,1025,132
48152,128,1026,251
48152,129,1027,252
48152,130,1458,253
48152,131,1459,254
48152,251,1460,255
48152,252,1461,0
48152,253,1462,1
48152,254,2045,2
48152,255,2046,5
48152,256,2047,8
48152,257,2048,12
48152,258,2049,15
48152,259,2050,16
48152,260,2051,18
48152,261,2052,20
48152,507,4092,31
48152,508,4093,34
48152,509,4094,35
48152,510,4095,37
48152,511,4096,59
48152,512,4097,60
48152,513,4098,61
48152,514,4099,62
48152,515,8190,64
48152,516,8191,66
48152,517,8192,67
48152,1019,8193,68
48152,1021,8194,124
48152,1022,8195,126
48152,1023,32764,17
48152,1024,32765,21
48152,1025,32766,29
48152,1026,32767,14
48152,1027,32768,29
48152,1028,32769,131
48152,1029,32770,64
48152,2041,32771,65
48152,2042,32772,66
48152,2043,32773,130
48152,2044,65530,64
48152,2045,65531,4
48152,2046,65532,128
48152,2047,65533,9
48152,2048,65534,36
48152,2049,65535,67
48152,2050,0,31
48152,2051,1,35
48152,2052,2,28
48152,4091,3,60
48152,4092,4,123
48152,4093,5,1
48152,4094,6,5
48152,4095,7,33
48152,4096,8,11
48152,4097,9,253
48152,4098,10,253
48152,4099,11,130
48152,4100,12,130
48152,4101,13,11
48152,8187,14,65
48152,8188,15,19
48152,8189,16,31
48152,8190,32,251
48152,8191,32770,66
48152,8192,1459,11
48152,8193,32772,33
48152,8194,4096,69
48152,8195,0,129
48152,8196,262,33
48152,8197,1458,33
48152,16379,253,33
48152,16380,262,68
48152,16381,1027,2
48152,16382,262,133
48152,16383,11,3
48152,16384,8195,124
48152,16385,65532,33
48152,16386,11,66
48152,16387,0,252
48152,16388,255,13
48152,16389,8,61
48152,32763,1024,4
48152,32764,251,128
48152,32765,263,17
48152,32766,263,8
48152,32767,126,33
48152,32768,32765,37
48152,32769,8195,20
48152,32770,14,13
48152,32771,1027,64
48152,32772,8195,1
48152,32773,259,128
48152,65280,32771,66
48152,65530,8193,252
48152,65531,254,132
48152,65532,1025,8
48152,65533,1021,129
48152,65534,32769,66
48152,65535,2045,32
48153,0,64,36
48153,1,124,130
48153,2,125,133
48153,3,126,3
48153,4,127,4
48153,5,128,6
48153,6,129,7
48153,7,251,9
48153,8,252,10
48153,9,253,11
48153,10,254,13
48153,31,255,19
48153,32,256,27
48153,33,257,28
48153,34,258,30
48153,61,259,32
48153,62,260,33
48153,63,261,63
48153,64,262,65
48153,65,263,69
48153,66,264,123
48153,67,265,125
48153,68,1021,127
48153,69,1022,128
48153,125,1023,129
48153,126,1024,131
48153,127,1025,132
48153,128,1026,251
48153,129,1027,252
48153,130,1458,253
48153,131,1459,254
48153,251,1460,255
48153,252,1461,0
48153,253,1462,1
48153,254,2045,2
48153,255,2046,5
48153,256,2047,8
48153,257,2048,12
48153,258,2049,15
48153,259,2050,16
48153,260,2051,18
48153,261,2052,20
48153,507,4092,31
48153,508,4093,34
48153,509,4094,35
48153,510,4095,37
48153,511,4096,59
48153,512,4097,60
48153,513,4098,61
48153,514,4099,62
48153,515,8190,64
48153,516,8191,66
48153,517,8192,67
48153,1019,8193,68
48153,1021,8194,124
48153,1022,8195,126
48153,1023,32764,17
48153,1024,32765,21
48153,1025,32766,29
48153,1026,32767,14
48153,1027,32768,3
48153,1028,32769,123
48153,1029,32770,129
48153,2041,32771,14
48153,2042,32772,66
48153,2043,32773,124
48153,2044,65530,127
48153,2045,65531,7
48153,2046,65532,126
48153,2047,65533,133
48153,2048,65534,2
48153,2049,65535,126
48153,2050,0,133
48153,2051,1,66
48153,2052,2,59
48153,4091,3,34
48153,4092,4,11
48153,4093,5,62
48153,4094,6,62
48153,4095,7,4
48153,4096,8,15
48153,4097,9,6
48153,4098,10,255
48153,4099,11,35
48153,4100,12,4
48153,4101,13,61
48153,8187,14,69
48153,8188,15,11
48153,8189,16,124
48153,8190,32,37
48153,8191,263,15
48153,8192,2052,3
48153,8193,32769,34
48153,8194,65533,35
48153,8195,4092,251
48153,8196,32772,14
48153,8197,32765,65
48153,16379,4094,11
48153,16380,125,13
48153,16381,1027,124
48153,16382,13,123
48153,16383,2047,33
48153,16384,15,255
48153,16385,4096,13
48153,16386,5,123
48153,16387,2049,62
48153,16388,2049,251
48153,16389,16,27
48153,32763,32766,64
48153,32764,65534,123
48153,32765,32,60
48153,32766,32769,126
48153,32767,10,68
48153,32768,4094,12
48153,32769,1024,65
48153,32770,32773,4
48153,32771,2051,251
48153,32772,32770,12
48153,32773,4099,16
48153,65280,4093,254
48153,65530,8190,125
48153,65531,32,15
48153,65532,1462,5
48153,65533,125,6
48153,65534,4098,29
48153,65535,127,126
48154,0,64,36
48154,1,124,130
48154,2,125,133
48154,3,126,3
48154,4,127,4
48154,5,128,6
48154,6,129,7
48154,7,251,9
48154,8,252,10
48154,9,253,11
48154,10,254,13
48154,31,255,19
48154,32,256,27
48154,33,257,28
48154,34,258,30
48154,61,259,32
48154,62,260,33
48154,63,261,63
48154,64,262,65
48154,65,263,69
48154,66,264,123
48154,67,265,125
48154,68,1021,127
48154,69,1022,128
48154,125,1023,129
48154,126,1024,131
48154,127,1025,132
48154,128,1026,251
48154,129,1027,252
48154,130,1458,253
48154,131,1459,254
48154,251,1460,255
48154,252,1461,0
48154,253,1462,1
48154,254,2045,2
48154,255,2046,5
48154,256,2047,8
48154,257,2048,12
48154,258,2049,15
48154,259,2050,16
48154,260,2051,18
48154,261,2052,20
48154,507,4092,31
48154,508,4093,34
48154,509,4094,35
48154,510,4095,37
48154,511,4096,59
48154,512,4097,60
48154,513,4098,61
48154,514,4099,62
48154,515,8190,64
48154,516,8191,66
48154,517,8192,67
48154,1019,8193,68
48154,1021,8194,124
48154,1022,8195,126
48154,1023,32764,17
48154,1024,32765,21
48154,1025,32766,29
48154,1026,32767,14
48154,1027,32768,69
48154,1028,32769,31
48154,1029,32770,62
48154,2041,32771,21
48154,2042,32772,59
48154,2043,32773,15
48154,2044,65530,6
48154,2045,65531,19
48154,2046,65532,3
48154,2047,65533,1
48154,2048,65534,11
48154,2049,65535,128
48154,2050,0,252
48154,2051,1,6
48154,2052,2,28
48154,4091,3,28
48154,4092,4,124
48154,4093,5,34
48154,4094,6,3
48154,4095,7,31
48154,4096,8,12
48154,4097,9,131
48154,4098,10,5
48154,4099,11,15
48154,4100,12,254
48154,4101,13,131
48154,8187,14,126
48154,8188,15,14
48154,8189,16,131
48154,8190,32,37
48154,8191,65534,36
48154,8192,1024,13
48154,8193,261,34
48154,8194,4093,11
48154,8195,2046,15
48154,8196,1461,18
48154,8197,65533,128
48154,16379,8192,33
48154,16380,1,124
48154,16381,32771,254
48154,16382,4099,14
48154,16383,2050,2
48154,16384,65532,68
48154,16385,262,3
48154,16386,65530,27
48154,16387,129,67
48154,16388,8194,62
48154,16389,65531,124
48154,32763,258,64
48154,32764,7,30
48154,32765,65535,129
48154,32766,65533,128
48154,32767,65534,28
48154,32768,4093,59
48154,32769,1027,17
48154,32770,1024,19
48154,32771,32767,128
48154,32772,1026,124
48154,32773,3,252
48154,65280,124,37
48154,65530,32769,61
48154,65531,13,12
48154,65532,2048,128
48154,65533,126,252
48154,65534,7,4
48154,65535,257,64
48155,0,64,36
48155,1,124,130
48155,2,125,133
48155,3,126,3
48155,4,127,4
48155,5,128,6
48155,6,129,7
48155,7,251,9
48155,8,252,10
48155,9,253,11
48155,10,254,13
48155,31,255,19
48155,32,256,27
48155,33,257,28
48155,34,258,30
48155,61,259,32
48155,62,260,33
48155,63,261,63
48155,64,262,65
48155,65,263,69
48155,66,264,123
48155,67,265,125
48155,68,1021,127
48155,69,1022,128
48155,125,1023,129
48155,126,1024,131
48155,127,1025,132
48155,128,1026,251
48155,129,1027,252
48155,130,1458,253
48155,131,1459,254
48155,251,1460,255
48155,252,1461,0
48155,253,1462,1
48155,254,2045,2
48155,255,2046,5
48155,256,2047,8
48155,257,2048,12
48155,258,2049,15
48155,259,2050,16
48155,260,2051,18
48155,261,2052,20
48155,507,4092,31
48155,508,4093,34
48155,509,4094,35
48155,510,4095,37
48155,511,4096,59
48155,512,4097,60
48155,513,4098,61
48155,514,4099,62
48155,515,8190,64
48155,516,8191,66
48155,517,8192,67
48155,1019,8193,68
48155,1021,8194,124
48155,1022,8195,126
48155,1023,32764,17
48155,1024,32765,21
48155,1025,32766,29
48155,1026,32767,14
48155,1027,32768,34
48155,1028,32769,129
48155,1029,32770,128
48155,2041,32771,16
48155,2042,32772,30
48155,2043,32773,7
48155,2044,65530,124
48155,2045,65531,68
48155,2046,65532,65
48155,2047,65533,0
48155,2048,65534,7
48155,2049,65535,123
48155,2050,0,124
48155,2051,1,123
48155,2052,2,29
48155,4091,3,59
48155,4092,4,31
48155,4093,5,3
48155,4094,6,130
48155,4095,7,64
48155,4096,8,20
48155,4097,9,69
48155,4098,10,59
48155,4099,11,21
48155,4100,12,30
48155,4101,13,11
48155,8187,14,66
48155,8188,15,63
48155,8189,16,126
48155,8190,32,29
48155,8191,4096,68
48155,8192,65530,123
48155,8193,2,31
48155,8194,1025,34
48155,8195,8193,65
48155,8196,127,6
48155,8197,65532,21
48155,16379,1460,253
48155,16380,262,17
48155,16381,1,124
48155,16382,259,34
48155,16383,65530,253
48155,16384,4097,126
48155,16385,261,31
48155,16386,0,32
48155,16387,129,30
48155,16388,4095,123
48155,16389,1,12
48155,32763,64,19
48155,32764,127,14
48155,32765,1459,69
48155,32766,2048,65
48155,32767,32765,69
48155,32768,65531,125
48155,32769,32767,18
48155,32770,4,123
48155,32771,65535,17
48155,32772,265,14
48155,32773,2045,125
48155,65280,125,125
48155,65530,32768,37
48155,65531,1022,126
48155,65532,8192,131
48155,65533,265,9
48155,65534,1,36
48155,65535,262,13
48156,0,64,36
48156,1,124,130
48156,2,125,133
48156,3,126,3
48156,4,127,4
48156,5,128,6
48156,6,129,7
48156,7,251,9
48156,8,252,10
48156,9,253,11
48156,10,254,13
48156,31,255,19
48156,32,256,27
48156,33,257,28
48156,34,258,30
48156,61,259,32
48156,62,260,33
48156,63,261,63
48156,64,262,65
48156,65,263,69
48156,66,264,123
48156,67,265,125
48156,68,1021,127
48156,69,1022,128
48156,125,1023,129
48156,126,1024,131
48156,127,1025,132
48156,128,1026,251
48156,129,1027,252
48156,130,1458,253
48156,131,1459,254
48156,251,1460,255
48156,252,1461,0
48156,253,1462,1
48156,254,2045,2
48156,255,2046,5
48156,256,2047,8
48156,257,2048,12
48156,258,2049,15
48156,259,2050,16
48156,260,2051,18
48156,261,2052,20
48156,507,4092,31
48156,508,4093,34
48156,509,4094,35
48156,510,4095,37
48156,511,4096,59
48156,512,4097,60
48156,513,4098,61
48156,514,4099,62
48156,515,8190,64
48156,516,8191,66
48156,517,8192,67
48156,1019,8193,68
48156,1021,8194,124
48156,1022,8195,126
48156,1023,32764,17
48156,1024,32765,21
48156,1025,32766,29
48156,1026,32767,14
48156,1027,32768,29
48156,1028,32769,7
48156,1029,32770,33
48156,2041,32771,69
48156,2042,32772,254
48156,2043,32773,131
48156,2044,65530,254
48156,2045,65531,7
48156,2046,65532,3
48156,2047,65533,65
48156,2048,65534,0
48156,2049,65535,67
48156,2050,0,35
48156,2051,1,63
48156,2052,2,27
48156,4091,3,252
48156,4092,4,124
48156,4093,5,61
48156,4094,6,21
48156,4095,7,14
48156,4096,8,12
48156,4097,9,7
48156,4098,10,128
48156,4099,11,14
48156,4100,12,12
48156,4101,13,11
48156,8187,14,60
48156,8188,15,132
48156,8189,16,69
48156,8190,32,132
48156,8191,2048,31
48156,8192,16,14
48156,8193,1022,13
48156,8194,265,9
48156,8195,129,18
48156,8196,2051,59
48156,8197,2050,32
48156,16379,262,11
48156,16380,15,18
48156,16381,124,10
48156,16382,65532,4
48156,16383,12,4
48156,16384,260,61
48156,16385,65534,124
48156,16386,4095,31
48156,16387,7,251
48156,16388,4094,68
48156,16389,11,253
48156,32763,5,129
48156,32764,32768,18
48156,32765,258,30
48156,32766,4097,65
48156,32767,4092,124
48156,32768,7,68
48156,32769,259,12
48156,32770,4,6
48156,32771,32768,254
48156,32772,2052,27
48156,32773,32,9
48156,65280,263,9
48156,65530,32772,253
48156,65531,8191,8
48156,65532,126,0
48156,65533,259,127
48156,65534,252,27
48156,65535,11,37
57344,0,64,36
57344,1,124,130
57344,2,125,133
57344,3,126,3
57344,4,127,4
57344,5,128,6
57344,6,129,7
57344,7,251,9
57344,8,252,10
57344,9,253,11
57344,10,254,13
57344,31,255,19
57344,32,256,27
57344,33,257,28
57344,34,258,30
57344,61,259,32
57344,62,260,33
57344,63,261,63
57344,64,262,65
57344,65,263,69
57344,66,264,123
57344,67,265,125
57344,68,1021,127
57344,69,1022,128
57344,125,1023,129
57344,126,1024,131
57344,127,1025,132
57344,128,1026,251
57344,129,1027,252
57344,130,1458,253
57344,131,1459,254
57344,251,1460,255
57344,252,1461,0
57344,253,1462,1
57344,254,2045,2
57344,255,2046,5
57344,256,2047,8
57344,257,2048,12
57344,258,2049,15
57344,259,2050,16
57344,260,2051,18
57344,261,2052,20
57344,507,4092,31
57344,508,4093,34
57344,509,4094,35
57344,510,4095,37
57344,511,4096,59
57344,512,4097,60
57344,513,4098,61
57344,514,4099,62
57344,515,8190,64
57344,516,8191,66
57344,517,8192,67
57344,1019,8193,68
57344,1021,8194,124
57344,1022,8195,126
57344,1023,32764,17
57344,1024,32765,21
57344,1025,32766,29
57344,1026,32767,14
57344,1027,32768,67
57344,1028,32769,28
57344,1029,32770,4
57344,2041,32771,60
57344,2042,32772,4
57344,2043,32773,6
57344,2044,65530,2
57344,2045,65531,64
57344,2046,65532,69
57344,2047,65533,35
57344,2048,65534,253
57344,2049,65535,11
57344,2050,0,28
57344,2051,1,13
57344,2052,2,69
57344,4091,3,32
57344,4092,4,69
57344,4093,5,66
57344,4094,6,1
57344,4095,7,62
57344,4096,8,3
57344,4097,9,13
57344,4098,10,14
57344,4099,11,62
57344,4100,12,253
57344,4101,13,66
57344,8187,14,9
57344,8188,15,30
57344,8189,16,129
57344,8190,32,67
57344,8191,8191,132
57344,8192,13,0
57344,8193,11,125
57344,8194,129,251
57344,8195,65531,19
57344,8196,2046,128
57344,8197,4094,68
57344,16379,8195,252
57344,16380,2049,18
57344,16381,263,253
57344,16382,4092,17
57344,16383,64,4
57344,16384,8192,11
57344,16385,5,60
57344,16386,16,19
57344,16387,65533,32
57344,16388,252,60
57344,16389,257,67
57344,32763,1024,124
57344,32764,1462,20
57344,32765,260,132
57344,32766,65534,0
57344,32767,32766,36
57344,32768,32768,34
57344,32769,65534,7
57344,32770,8194,129
57344,32771,14,0
57344,32772,252,8
57344,32773,1462,13
57344,65280,8193,36
57344,65530,255,127
57344,65531,4099,28
57344,65532,13,12
57344,65533,8194,132
57344,65534,253,64
57344,65535,265,62
60000,0,64,36
60000,1,124,130
60000,2,125,133
60000,3,126,3
60000,4,127,4
60000,5,128,6
60000,6,129,7
60000,7,251,9
60000,8,252,10
60000,9,253,11
60000,10,254,13
60000,31,255,19
60000,32,256,27
60000,33,257,28
60000,34,258,30
60000,61,259,32
60000,62,260,33
60000,63,261,63
60000,64,262,65
60000,65,263,69
60000,66,264,123
60000,67,265,125
60000,68,1021,127
60000,69,1022,128
60000,125,1023,129
60000,126,1024,131
60000,127,1025,132
60000,128,1026,251
60000,129,1027,252
60000,130,1458,253
60000,131,1459,254
60000,251,1460,255
60000,252,1461,0
60000,253,1462,1
60000,254,2045,2
60000,255,2046,5
60000,256,2047,8
60000,257,2048,12
60000,258,2049,15
60000,259,2050,16
60000,260,2051,18
60000,261,2052,20
60000,507,4092,31
60000,508,4093,34
60000,509,4094,35
60000,510,4095,37
60000,511,4096,59
60000,512,4097,60
60000,513,4098,61
60000,514,4099,62
60000,515,8190,64
60000,516,8191,66
60000,517,8192,67
60000,1019,8193,68
60000,1021,8194,124
60000,1022,8195,126
60000,1023,32764,17
60000,1024,32765,21
60000,1025,32766,29
60000,1026,32767,14
60000,1027,32768,255
60000,1028,32769,127
60000,1029,32770,28
60000,2041,32771,33
60000,2042,32772,10
60000,2043,32773,253
60000,2044,65530,62
60000,2045,65531,14
60000,2046,65532,32
60000,2047,65533,10
60000,2048,65534,61
60000,2049,65535,30
60000,2050,0,60
60000,2051,1,251
60000,2052,2,11
60000,4091,3,14
60000,4092,4,29
60000,4093,5,14
60000,4094,6,125
60000,4095,7,10
60000,4096,8,31
60000,4097,9,4
60000,4098,10,128
60000,4099,11,14
60000,4100,12,62
60000,4101,13,17
60000,8187,14,251
60000,8188,15,127
60000,8189,16,132
60000,8190,32,251
60000,8191,1,1
60000,8192,14,33
60000,8193,2050,61
60000,8194,32772,21
60000,8195,8194,8
60000,8196,4098,126
60000,8197,32765,18
60000,16379,252,7
60000,16380,65531,60
60000,16381,259,129
60000,16382,64,7
60000,16383,1460,37
60000,16384,2048,29
60000,16385,4099,65
60000,16386,1462,7
60000,16387,1021,4
60000,16388,1460,30
60000,16389,1459,5
60000,32763,11,32
60000,32764,65533,6
60000,32765,4096,65
60000,32766,2051,10
60000,32767,2049,251
60000,32768,32768,65
60000,32769,258,36
60000,32770,2051,125
60000,32771,8190,7
60000,32772,127,12
60000,32773,32770,131
60000,65280,4099,29
60000,65530,251,29
60000,65531,5,60
60000,65532,259,9
60000,65533,32772,252
60000,65534,2049,7
60000,65535,4,34
61440,0,64,36
61440,1,124,130
61440,2,125,133
61440,3,126,3
61440,4,127,4
61440,5,128,6
61440,6,129,7
61440,7,251,9
61440,8,252,10
61440,9,253,11
61440,10,254,13
61440,31,255,19
61440,32,256,27
61440,33,257,28
61440,34,258,30
61440,61,259,32
61440,62,260,33
61440,63,261,63
61440,64,262,65
61440,65,263,69
61440,66,264,123
61440,67,265,125
61440,68,1021,127
61440,69,1022,128
61440,125,1023,129
61440,126,1024,131
61440,127,1025,132
61440,128,1026,251
61440,129,1027,252
61440,130,1458,253
61440,131,1459,254
61440,251,1460,255
61440,252,1461,0
61440,253,1462,1
61440,254,2045,2
61440,255,2046,5
61440,256,2047,8
61440,257,2048,12
61440,258,2049,15
61440,259,2050,16
61440,260,2051,18
61440,261,2052,20
61440,507,4092,31
61440,508,4093,34
61440,509,4094,35
61440,510,4095,37
61440,511,4096,59
61440,512,4097,60
61440,513,4098,61
61440,514,4099,62
61440,515,8190,64
61440,516,8191,66
61440,517,8192,67
61440,1019,8193,68
61440,1021,8194,124
61440,1022,8195,126
61440,1023,32764,17
61440,1024,32765,21
61440,1025,32766,29
61440,1026,32767,14
61440,1027,32768,133
61440,1028,32769,14
61440,1029,32770,28
61440,2041,32771,19
61440,2042,32772,32
61440,2043,32773,27
61440,2044,65530,67
61440,2045,65531,8
61440,2046,65532,35
61440,2047,65533,19
61440,2048,65534,34
61440,2049,65535,127
61440,2050,0,35
61440,2051,1,128
61440,2052,2,252
61440,4091,3,7
61440,4092,4,124
61440,4093,5,62
61440,4094,6,129
61440,4095,7,60
61440,4096,8,125
61440,4097,9,9
61440,4098,10,13
61440,4099,11,13
61440,4100,12,8
61440,4101,13,34
61440,8187,14,34
61440,8188,15,15
61440,8189,16,21
61440,8190,32,33
61440,8191,12,13
61440,8192,8,125
61440,8193,259,64
61440,8194,4099,129
61440,8195,1025,124
61440,8196,1021,62
61440,8197,4093,13
61440,16379,251,30
61440,16380,263,67
61440,16381,257,68
61440,16382,1027,65
61440,16383,32768,125
61440,16384,128,12
61440,16385,2045,16
61440,16386,4092,65
61440,16387,1461,59
61440,16388,253,11
61440,16389,32770,130
61440,32763,1027,28
61440,32764,2051,8
61440,32765,12,0
61440,32766,32772,19
61440,32767,256,9
61440,32768,1461,65
61440,32769,124,37
61440,32770,65531,11
61440,32771,255,67
61440,32772,12,34
61440,32773,128,0
61440,65280,1459,123
61440,65530,32772,37
61440,65531,32772,129
61440,65532,4092,11
61440,65533,4099,34
61440,65534,8,129
61440,65535,2046,19
63488,0,64,36
63488,1,124,130
63488,2,125,133
63488,3,126,3
63488,4,127,4
63488,5,128,6
63488,6,129,7
63488,7,251,9
63488,8,252,10
63488,9,253,11
63488,10,254,13
63488,31,255,19
63488,32,256,27
63488,33,257,28
63488,34,258,30
63488,61,259,32
63488,62,260,33
63488,63,261,63
63488,64,262,65
63488,65,263,69
63488,66,264,123
63488,67,265,125
63488,68,1021,127
63488,69,1022,128
63488,125,1023,129
63488,126,1024,131
63488,127,1025,132
63488,128,1026,251
63488,129,1027,252
63488,130,1458,253
63488,131,1459,254
63488,251,1460,255
63488,252,1461,0
63488,253,1462,1
63488,254,2045,2
63488,255,2046,5
63488,256,2047,8
63488,257,2048,12
63488,258,2049,15
63488,259,2050,16
63488,260,2051,18
63488,261,2052,20
63488,507,4092,31
63488,508,4093,34
63488,509,4094,35
63488,510,4095,37
63488,511,4096,59
63488,512,4097,60
63488,513,4098,61
63488,514,4099,62
63488,515,8190,64
63488,516,8191,66
63488,517,8192,67
63488,1019,8193,68
63488,1021,8194,124
63488,1022,8195,126
63488,1023,32764,17
63488,1024,32765,21
63488,1025,32766,29
63488,1026,32767,14
63488,1027,32768,127
63488,1028,32769,5
63488,1029,32770,30
63488,2041,32771,3
63488,2042,32772,2
63488,2043,32773,4
63488,2044,65530,65
63488,2045,65531,252
63488,2046,65532,34
63488,2047,65533,34
63488,2048,65534,5
63488,2049,65535,19
63488,2050,0,7
63488,2051,1,28
63488,2052,2,251
63488,4091,3,12
63488,4092,4,128
63488,4093,5,123
63488,4094,6,67
63488,4095,7,36
63488,4096,8,18
63488,4097,9,64
63488,4098,10,125
63488,4099,11,28
63488,4100,12,35
63488,4101,13,127
63488,8187,14,1
63488,8188,15,127
63488,8189,16,14
63488,8190,32,3
63488,8191,2,251
63488,8192,4,30
63488,8193,4098,125
63488,8194,1461,36
63488,8195,2050,28
63488,8196,2045,14
63488,8197,10,67
63488,16379,32773,20
63488,16380,1459,14
63488,16381,1027,13
63488,16382,255,34
63488,16383,15,60
63488,16384,1021,5
63488,16385,65535,2
63488,16386,129,11
63488,16387,4092,68
63488,16388,1,37
63488,16389,32764,130
63488,32763,8190,27
63488,32764,32770,123
63488,32765,124,4
63488,32766,4093,11
63488,32767,32768,61
63488,32768,32772,68
63488,32769,2049,252
63488,32770,32773,68
63488,32771,2045,252
63488,32772,2050,6
63488,32773,1,69
63488,65280,32770,64
63488,65530,32768,131
63488,65531,12,16
63488,65532,65531,19
63488,65533,2050,8
63488,65534,127,12
63488,65535,258,127
64512,0,64,36
64512,1,124,130
64512,2,125,133
64512,3,126,3
64512,4,127,4
64512,5,128,6
64512,6,129,7
64512,7,251,9
64512,8,252,10
64512,9,253,11
64512,10,254,13
64512,31,255,19
64512,32,256,27
64512,33,257,28
64512,34,258,30
64512,61,259,32
64512,62,260,33
64512,63,261,63
64512,64,262,65
64512,65,263,69
64512,66,264,123
64512,67,265,125
64512,68,1021,127
64512,69,1022,128
64512,125,1023,129
64512,126,1024,131
64512,127,1025,132
64512,128,1026,251
64512,129,1027,252
64512,130,1458,253
64512,131,1459,254
64512,251,1460,255
64512,252,1461,0
64512,253,1462,1
