# ACTS Test Suite Generation: Thu Nov 04 11:35:24 EET 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 6
# Maximum number of values per parameter: 183
# Number of configurations: 7267
Data_length,Reference_Type,File_number,Record_number,Record_length,Record_data
130,130,5,65532,65534,8191
14,129,3,65533,65535,8191
30,125,4,65534,0,8191
9,123,65,65535,65519,8191
29,253,7,0,1,8193
36,3,13,1,2,8193
69,64,14,2,3,8193
1,65,16,3,4,8193
6,123,17,4,5,8193
7,125,31,5,7,8193
8,132,511,7,8,8193
10,133,512,8,9,8193
11,255,513,9,15,8193
12,2,2049,15,16,8193
13,6,4097,16,17,8193
14,7,10000,17,31,8193
15,8,16384,31,32,8193
18,9,16385,32,33,8193
19,10,32767,33,63,8193
20,11,32769,63,64,8193
21,12,65471,64,65,8193
27,13,65505,65,116,8193
30,14,65521,127,117,8193
31,16,65530,128,118,8193
32,17,65533,129,119,8193
35,20,65534,255,120,8193
37,21,65535,256,121,8193
59,59,0,257,122,8193
60,62,1,511,123,8193
63,63,2,512,124,8193
64,66,8,513,125,8193
65,67,9,1023,126,8193
67,68,10,1024,127,8193
68,69,11,1025,128,8193
123,128,12,2047,129,8193
126,129,15,2048,255,8193
128,18,32,2049,256,8193
131,27,33,4095,257,8193
132,28,63,4096,511,8193
133,29,64,4097,512,8193
252,30,65,8191,513,8193
253,31,127,8192,1023,8193
3,15,128,8193,1024,8193
254,32,129,9993,1025,8193
0,33,8193,9994,2047,8193
2,34,10000,9995,2048,8193
4,35,16383,9996,2049,8193
5,36,32768,9997,4095,8193
16,37,32769,9998,4096,8193
17,60,1024,9999,4097,8193
28,61,1025,10000,8191,8193
125,131,2047,10001,8192,8193
127,251,2048,10002,8193,8193
130,252,4095,10003,16383,8193
251,254,4096,10004,16384,8193
255,0,8191,16383,16385,8193
8,1,8192,16384,32767,8193
33,4,16384,16385,32768,8193
59,5,16385,32767,32769,8193
62,8,65472,32768,65471,8193
66,21,65473,32769,65472,8193
124,31,65503,65471,65473,8193
133,34,65504,65472,65503,8193
9,124,65519,65473,65504,8193
34,126,65520,65503,65505,8193
61,127,65528,65504,65519,8193
129,130,255,65505,65520,8193
4,19,256,65519,65521,8193
2,131,257,65520,65527,8193
35,127,1023,65521,65528,8193
132,9,32767,65527,65529,8193
5,1,65529,65528,65530,8193
10,5,65532,65529,65531,8193
2,60,65530,65530,65532,8193
65,63,65531,65531,65533,8193
11,11,3,65532,65534,8193
28,63,4,65533,65535,8193
254,62,5,65534,0,8193
6,11,65527,65535,256,8193
1,64,65533,0,1,8195
6,253,65534,1,2,8195
29,3,65535,2,3,8195
36,6,0,3,4,8195
69,7,7,4,5,8195
123,9,13,5,7,8195
126,10,14,7,8,8195
128,11,16,8,9,8195
131,12,17,9,15,8195
132,13,31,15,16,8195
252,14,511,16,17,8195
253,16,512,17,31,8195
254,17,513,31,32,8195
0,20,2049,32,33,8195
2,59,4097,33,63,8195
3,62,65471,63,64,8195
7,65,65505,64,65,8195
10,123,65521,65,116,8195
11,125,65528,127,117,8195
12,132,65529,128,118,8195
13,133,65530,129,119,8195
14,255,65532,255,120,8195
15,2,1,256,121,8195
18,4,2,257,122,8195
19,5,8,511,123,8195
20,8,9,512,124,8195
21,15,10,513,125,8195
27,18,11,1023,126,8195
30,21,12,1024,127,8195
31,27,15,1025,128,8195
32,28,32,2047,129,8195
35,29,33,2048,255,8195
37,30,63,2049,256,8195
60,32,64,4095,257,8195
63,33,65,4096,511,8195
64,35,127,4097,512,8195
65,36,128,8191,513,8195
67,37,129,8192,1023,8195
68,60,255,8193,1024,8195
124,61,256,9993,1025,8195
8,63,257,9994,2047,8195
16,66,16385,9995,2048,8195
17,67,32767,9996,2049,8195
28,68,32768,9997,4095,8195
33,69,32769,9998,4096,8195
59,128,65472,9999,4097,8195
62,129,16384,10000,8191,8195
66,131,65473,10001,8192,8195
125,251,65503,10002,8193,8195
127,252,65504,10003,16383,8195
130,254,1024,10004,16384,8195
133,0,1025,16383,16385,8195
251,1,2047,16384,32767,8195
255,19,2048,16385,32768,8195
4,62,4095,32767,32769,8195
5,124,4096,32768,65471,8195
9,31,8191,32769,65472,8195
132,34,8192,65471,65473,8195
64,126,8193,65472,65503,8195
129,127,10000,65473,65504,8195
34,130,16383,65503,65505,8195
61,61,65519,65504,65519,8195
67,125,65520,65505,65520,8195
13,132,31,65519,65521,8195
17,64,1023,65520,65527,8195
18,16,65527,65521,65528,8195
64,20,512,65527,65529,8195
15,61,32768,65528,65530,8195
124,127,65473,65529,65531,8195
34,61,65531,65530,65532,8195
61,132,3,65531,65533,8195
10,67,4,65532,65534,8195
125,18,5,65533,65535,8195
64,21,65531,65534,0,8195
7,17,4097,65535,1023,8195
69,64,7,0,1,8197
1,253,13,1,2,8197
6,3,14,2,3,8197
29,6,16,3,4,8197
36,7,17,4,5,8197
37,9,511,5,7,8197
60,10,513,7,8,8197
63,11,2049,8,9,8197
65,12,4097,9,15,8197
67,13,65471,15,16,8197
68,14,65505,16,17,8197
123,16,65521,17,31,8197
126,20,65533,31,32,8197
128,59,65534,32,33,8197
131,65,65535,33,63,8197
252,123,0,63,64,8197
253,125,1,64,65,8197
254,132,2,65,116,8197
0,133,8,127,117,8197
2,255,9,128,118,8197
3,2,10,129,119,8197
6,4,11,255,120,8197
7,5,12,256,121,8197
10,8,15,257,122,8197
11,15,31,511,123,8197
12,17,32,512,124,8197
13,18,33,513,125,8197
14,21,63,1023,126,8197
15,27,64,1024,127,8197
18,28,65,1025,128,8197
19,29,127,2047,129,8197
20,30,128,2048,255,8197
21,32,129,2049,256,8197
27,33,255,4095,257,8197
30,35,256,4096,511,8197
31,36,257,4097,512,8197
32,37,512,8191,513,8197
35,60,1023,8192,1023,8197
36,61,1024,8193,1024,8197
59,62,1025,9993,1025,8197
62,63,2047,9994,2047,8197
64,66,2048,9995,2048,8197
66,67,4095,9996,2049,8197
124,68,4096,9997,4095,8197
125,69,8191,9998,4096,8197
127,128,8192,9999,4097,8197
130,129,8193,10000,8191,8197
132,131,10000,10001,8192,8197
133,251,16383,10002,8193,8197
251,252,16384,10003,16383,8197
8,254,16385,10004,16384,8197
16,0,32767,16383,16385,8197
17,1,32769,16384,32767,8197
28,19,65472,16385,32768,8197
33,31,65503,32767,32769,8197
255,34,65530,32768,65471,8197
4,124,65532,32769,65472,8197
5,126,14,65471,65473,8197
9,127,65504,65472,65503,8197
34,130,65519,65473,65504,8197
61,128,65520,65503,65505,8197
129,65,65528,65504,65519,8197
36,68,65529,65505,65520,8197
1,17,65530,65519,65521,8197
21,254,32768,65520,65527,8197
67,4,65473,65521,65528,8197
28,128,65527,65527,65529,8197
37,20,65531,65528,65530,8197
13,12,3,65529,65531,8197
251,13,4,65530,65532,8197
11,13,5,65531,65533,8197
20,60,2,65532,65534,8197
254,251,65533,65533,65535,8197
9,8,255,65534,0,8197
18,35,65521,65535,8191,8197
1,253,7,0,1,16379
29,3,13,1,2,16379
69,64,16,2,3,16379
123,65,17,3,4,16379
126,123,511,4,5,16379
128,125,513,5,7,16379
131,132,2049,7,8,16379
252,133,4097,8,9,16379
253,255,65471,9,15,16379
254,2,65505,15,16,16379
0,6,65521,16,17,16379
2,7,65533,17,31,16379
3,9,65534,31,32,16379
6,10,65535,32,33,16379
7,11,0,33,63,16379
10,12,1,63,64,16379
11,13,2,64,65,16379
12,14,8,65,116,16379
13,16,9,127,117,16379
14,20,10,128,118,16379
15,59,11,129,119,16379
18,60,12,255,120,16379
19,61,14,256,121,16379
20,62,15,257,122,16379
21,63,31,511,123,16379
27,66,32,512,124,16379
30,67,33,513,125,16379
31,68,63,1023,126,16379
32,69,64,1024,127,16379
35,128,65,1025,128,16379
36,129,127,2047,129,16379
37,131,128,2048,255,16379
60,251,129,2049,256,16379
63,252,255,4095,257,16379
65,254,256,4096,511,16379
67,0,257,4097,512,16379
68,1,512,8191,513,16379
124,4,1023,8192,1023,16379
125,5,1024,8193,1024,16379
127,8,1025,9993,1025,16379
130,15,2047,9994,2047,16379
132,17,2048,9995,2048,16379
133,36,4095,9996,2049,16379
251,37,4096,9997,4095,16379
255,18,8191,9998,4096,16379
4,21,8192,9999,4097,16379
5,27,8193,10000,8191,16379
8,28,10000,10001,8192,16379
16,29,16383,10002,8193,16379
17,30,16384,10003,16383,16379
28,32,16385,10004,16384,16379
33,33,32767,16383,16385,16379
59,35,32769,16384,32767,16379
62,124,65472,16385,32768,16379
64,126,65503,32767,32769,16379
66,127,65504,32768,65471,16379
129,130,65519,32769,65472,16379
9,19,65520,65471,65473,16379
34,31,65528,65472,65503,16379
61,34,65529,65473,65504,16379
20,16,65532,65503,65505,16379
132,27,16,65504,65519,16379
133,14,17,65505,65520,16379
68,127,32768,65519,65521,16379
9,2,65534,65520,65527,16379
65,60,3,65521,65528,16379
251,129,4,65527,65529,16379
13,20,5,65528,65530,16379
63,10,4095,65529,65531,16379
37,12,16383,65530,65532,16379
10,3,65473,65531,65533,16379
60,2,65527,65532,65534,16379
20,125,65530,65533,65535,16379
12,124,65531,65534,0,16379
127,132,64,65535,32769,16379
69,64,65533,0,1,16381
1,253,65535,1,2,16381
29,3,0,2,3,16381
30,6,7,3,4,16381
31,7,13,4,5,16381
32,9,511,5,7,16381
35,10,513,7,8,16381
36,11,2049,8,9,16381
37,12,4097,9,15,16381
60,13,65471,15,16,16381
63,14,65505,16,17,16381
65,16,65521,17,31,16381
67,20,65528,31,32,16381
68,59,65529,32,33,16381
123,65,65532,33,63,16381
126,123,65534,63,64,16381
128,125,1,64,65,16381
131,132,2,65,116,16381
252,133,8,127,117,16381
253,255,9,128,118,16381
254,2,10,129,119,16381
0,4,11,255,120,16381
2,5,12,256,121,16381
3,8,14,257,122,16381
6,15,15,511,123,16381
7,17,16,512,124,16381
10,18,17,513,125,16381
11,21,31,1023,126,16381
12,27,32,1024,127,16381
13,28,33,1025,128,16381
14,29,63,2047,129,16381
15,30,64,2048,255,16381
18,32,65,2049,256,16381
19,33,127,4095,257,16381
20,35,128,4096,511,16381
21,36,129,4097,512,16381
27,37,255,8191,513,16381
28,60,256,8192,1023,16381
33,61,257,8193,1024,16381
59,62,512,9993,1025,16381
62,63,1023,9994,2047,16381
64,66,1024,9995,2048,16381
66,67,1025,9996,2049,16381
124,68,2047,9997,4095,16381
125,69,2048,9998,4096,16381
127,128,4096,9999,4097,16381
130,129,8191,10000,8191,16381
132,131,8192,10001,8192,16381
133,251,8193,10002,8193,16381
251,252,10000,10003,16383,16381
255,254,16384,10004,16384,16381
4,0,16385,16383,16385,16381
5,1,32767,16384,32767,16381
8,19,32769,16385,32768,16381
16,31,65472,32767,32769,16381
17,34,65503,32768,65471,16381
34,124,65504,32769,65472,16381
61,126,65519,65471,65473,16381
129,127,65520,65472,65503,16381
9,130,65527,65473,65504,16381
59,127,65530,65503,65505,16381
17,0,65531,65504,65519,16381
125,2,16383,65505,65520,16381
5,31,32768,65519,65521,16381
65,3,65473,65520,65527,16381
131,17,3,65521,65528,16381
129,61,4,65527,65529,16381
60,62,5,65528,65530,16381
14,8,4095,65529,65531,16381
8,33,12,65530,65532,16381
16,6,14,65531,65533,16381
29,4,16383,65532,65534,16381
3,13,32767,65533,65535,16381
12,6,14,65534,0,16381
251,6,65527,65535,16384,16381
29,253,4097,0,1,16383
69,3,65471,1,2,16383
1,64,65505,2,3,16383
2,65,65521,3,4,16383
3,123,65533,4,5,16383
6,125,65535,5,7,16383
7,132,0,7,8,16383
10,133,7,8,9,16383
11,255,13,9,15,16383
12,2,511,15,16,16383
13,6,513,16,17,16383
14,7,2049,17,31,16383
15,9,4096,31,32,16383
18,10,8191,32,33,16383
19,11,8192,33,63,16383
20,12,8193,63,64,16383
21,13,10000,64,65,16383
27,14,16384,65,116,16383
30,16,16385,127,117,16383
31,20,32767,128,118,16383
32,59,32769,129,119,16383
35,60,65472,255,120,16383
36,61,65503,256,121,16383
37,62,65504,257,122,16383
60,63,65519,511,123,16383
63,66,65520,512,124,16383
65,67,65528,513,125,16383
67,68,65529,1023,126,16383
68,69,65532,1024,127,16383
123,128,65534,1025,128,16383
126,129,1,2047,129,16383
128,131,10,2048,255,16383
131,251,11,2049,256,16383
252,252,17,4095,257,16383
253,254,31,4096,511,16383
254,0,32,4097,512,16383
0,1,33,8191,513,16383
4,4,63,8192,1023,16383
5,5,64,8193,1024,16383
8,8,65,9993,1025,16383
16,15,127,9994,2047,16383
17,17,128,9995,2048,16383
28,18,129,9996,2049,16383
33,21,255,9997,4095,16383
59,27,256,9998,4096,16383
62,28,257,9999,4097,16383
64,29,512,10000,8191,16383
66,30,1023,10001,8192,16383
124,32,1024,10002,8193,16383
125,33,1025,10003,16383,16383
127,35,2047,10004,16384,16383
130,36,2048,16383,16385,16383
131,37,2,16384,32767,16383
132,124,8,16385,32768,16383
133,126,9,32767,32769,16383
251,127,12,32768,65471,16383
255,130,14,32769,65472,16383
9,19,15,65471,65473,16383
34,31,16,65472,65503,16383
61,34,4095,65473,65504,16383
129,123,16383,65503,65505,16383
61,31,32768,65504,65519,16383
36,17,65505,65505,65520,16383
4,17,65527,65519,65521,16383
253,60,65530,65520,65527,16383
65,68,65531,65521,65528,16383
66,254,3,65527,65529,16383
124,131,4,65528,65530,16383
11,66,5,65529,65531,16383
31,18,65473,65530,65532,16383
11,6,65471,65531,65533,16383
30,123,0,65532,65534,16383
16,69,1024,65533,65535,16383
251,68,65,65534,0,16383
67,7,63,65535,512,16383
1,64,65521,0,1,16385
29,253,65533,1,2,16385
69,3,65535,2,3,16385
123,6,0,3,4,16385
126,7,7,4,5,16385
128,9,13,5,7,16385
252,10,511,7,8,16385
253,11,513,8,9,16385
254,12,2049,9,15,16385
0,13,4097,15,16,16385
2,14,65471,16,17,16385
3,16,65472,17,31,16385
6,20,65503,31,32,16385
7,59,65504,32,33,16385
10,65,65505,33,63,16385
11,123,65519,63,64,16385
12,125,65520,64,65,16385
13,132,65528,65,116,16385
14,133,65529,127,117,16385
15,255,65532,128,118,16385
18,2,65534,129,119,16385
19,4,1,255,120,16385
20,5,2,256,121,16385
21,8,8,257,122,16385
27,15,9,511,123,16385
30,17,10,512,124,16385
31,18,11,513,125,16385
32,21,12,1023,126,16385
35,27,14,1024,127,16385
36,28,15,1025,128,16385
37,29,16,2047,129,16385
60,30,17,2048,255,16385
63,32,31,2049,256,16385
65,33,32,4095,257,16385
67,35,33,4096,511,16385
68,36,63,4097,512,16385
124,37,64,8191,513,16385
125,60,65,8192,1023,16385
127,61,127,8193,1024,16385
130,62,128,9993,1025,16385
131,63,129,9994,2047,16385
132,66,255,9995,2048,16385
133,67,256,9996,2049,16385
251,68,257,9997,4095,16385
255,69,512,9998,4096,16385
4,128,1023,9999,4097,16385
5,129,1024,10000,8191,16385
8,131,1025,10001,8192,16385
16,251,2047,10002,8193,16385
17,252,2048,10003,16383,16385
28,254,4096,10004,16384,16385
33,0,8191,16383,16385,16385
59,1,8192,16384,32767,16385
62,19,8193,16385,32768,16385
64,31,10000,32767,32769,16385
66,34,16384,32768,65471,16385
129,124,16385,32769,65472,16385
9,126,32767,65471,65473,16385
34,127,32769,65472,65503,16385
61,130,65473,65473,65504,16385
11,16,65527,65503,65505,16385
12,69,65530,65504,65519,16385
59,18,65531,65505,65520,16385
35,33,3,65519,65521,16385
255,18,4,65520,65527,16385
11,0,5,65521,65528,16385
34,253,2048,65527,65529,16385
62,61,4095,65528,65530,16385
63,251,16383,65529,65531,16385
251,16,32768,65530,65532,16385
123,130,2,65531,65533,16385
35,36,513,65532,65534,16385
133,32,1,65533,65535,16385
3,32,65521,65534,0,16385
125,11,65527,65535,255,16385
69,253,65471,0,1,16387
1,3,65521,1,2,16387
29,64,65533,2,3,16387
30,65,65535,3,4,16387
31,123,0,4,5,16387
32,125,7,5,7,16387
35,132,13,7,8,16387
36,133,511,8,9,16387
37,255,513,9,15,16387
60,2,2049,15,16,16387
63,6,4097,16,17,16387
65,7,8191,17,31,16387
67,9,8192,31,32,16387
68,10,8193,32,33,16387
123,11,10000,33,63,16387
126,12,16384,63,64,16387
128,13,16385,64,65,16387
252,14,32767,65,116,16387
253,16,32769,127,117,16387
254,20,65472,128,118,16387
0,59,65503,129,119,16387
2,60,65504,255,120,16387
3,61,65505,256,121,16387
6,62,65519,257,122,16387
7,63,65520,511,123,16387
10,66,65528,512,124,16387
11,67,65529,513,125,16387
12,68,65532,1023,126,16387
13,69,65534,1024,127,16387
14,128,1,1025,128,16387
15,129,2,2047,129,16387
18,131,8,2048,255,16387
19,251,9,2049,256,16387
20,252,10,4095,257,16387
21,254,11,4096,511,16387
27,0,12,4097,512,16387
28,1,14,8191,513,16387
33,4,17,8192,1023,16387
59,5,31,8193,1024,16387
62,8,32,9993,1025,16387
64,15,33,9994,2047,16387
66,17,63,9995,2048,16387
124,18,64,9996,2049,16387
125,21,65,9997,4095,16387
127,27,127,9998,4096,16387
130,28,128,9999,4097,16387
131,29,129,10000,8191,16387
132,30,255,10001,8192,16387
133,32,256,10002,8193,16387
251,33,257,10003,16383,16387
255,35,512,10004,16384,16387
4,36,1024,16383,16385,16387
5,37,1025,16384,32767,16387
8,124,2047,16385,32768,16387
16,126,4096,32767,32769,16387
17,127,15,32768,65471,16387
34,130,16,32769,65472,16387
61,19,1023,65471,65473,16387
129,31,2048,65472,65503,16387
9,34,4095,65473,65504,16387
12,29,16383,65503,65505,16387
254,19,32768,65504,65519,16387
69,8,65473,65505,65520,16387
67,21,65527,65519,65521,16387
0,6,65530,65520,65527,16387
133,132,65531,65521,65528,16387
2,16,3,65527,65529,16387
18,32,4,65528,65530,16387
32,133,5,65529,65531,16387
27,2,4,65530,65532,16387
59,18,8193,65531,65533,16387
65,10,4,65532,65534,16387
0,59,33,65533,65535,16387
34,18,2049,65534,0,16387
12,11,16384,65535,257,16387
29,64,7,0,1,16389
69,253,13,1,2,16389
1,3,511,2,3,16389
2,6,513,3,4,16389
3,7,2049,4,5,16389
6,9,4097,5,7,16389
7,10,65471,7,8,16389
10,11,65521,8,9,16389
11,12,65533,9,15,16389
12,13,65535,15,16,16389
13,14,0,16,17,16389
14,16,1,17,31,16389
15,20,2,31,32,16389
18,59,8,32,33,16389
19,65,9,33,63,16389
20,123,10,63,64,16389
21,125,11,64,65,16389
27,132,12,65,116,16389
30,133,14,127,117,16389
31,255,15,128,118,16389
32,2,16,129,119,16389
35,4,17,255,120,16389
36,5,31,256,121,16389
37,8,32,257,122,16389
60,15,33,511,123,16389
63,17,63,512,124,16389
65,18,64,513,125,16389
67,21,65,1023,126,16389
68,27,127,1024,127,16389
123,28,128,1025,128,16389
126,29,129,2047,129,16389
128,30,255,2048,255,16389
252,32,256,2049,256,16389
253,33,257,4095,257,16389
254,35,512,4096,511,16389
0,36,1023,4097,512,16389
4,37,1024,8191,513,16389
5,60,1025,8192,1023,16389
8,61,2047,8193,1024,16389
16,62,4096,9993,1025,16389
17,63,8191,9994,2047,16389
28,66,8192,9995,2048,16389
33,67,8193,9996,2049,16389
59,68,10000,9997,4095,16389
62,69,16384,9998,4096,16389
64,128,16385,9999,4097,16389
66,129,32767,10000,8191,16389
124,131,32769,10001,8192,16389
125,251,65471,10002,8193,16389
127,252,65472,10003,16383,16389
130,254,65503,10004,16384,16389
131,0,65504,16383,16385,16389
132,1,65505,16384,32767,16389
133,19,65519,16385,32768,16389
251,31,65520,32767,32769,16389
255,34,65528,32768,65471,16389
9,124,65529,32769,65472,16389
34,126,65532,65471,65473,16389
61,127,65534,65472,65503,16389
129,130,3,65473,65504,16389
62,254,4,65503,65505,16389
9,31,5,65504,65519,16389
125,14,127,65505,65520,16389
252,0,2048,65519,65521,16389
3,62,4095,65520,65527,16389
33,21,16383,65521,65528,16389
61,21,32768,65527,65529,16389
27,6,65472,65528,65530,16389
254,130,65473,65529,65531,16389
251,6,65527,65530,65532,16389
27,34,65530,65531,65533,16389
126,127,65531,65532,65534,16389
66,20,512,65533,65535,16389
68,7,65472,65534,0,16389
63,12,65520,65535,4095,16389
1,253,65533,0,1,32763
29,3,65535,1,2,32763
69,64,0,2,3,32763
123,65,7,3,4,32763
126,123,13,4,5,32763
128,125,511,5,7,32763
252,132,513,7,8,32763
253,133,2049,8,9,32763
254,255,4097,9,15,32763
0,2,65521,15,16,32763
2,6,65528,16,17,32763
3,7,65529,17,31,32763
6,9,65532,31,32,32763
7,10,65534,32,33,32763
10,11,1,33,63,32763
11,12,2,63,64,32763
12,13,8,64,65,32763
13,14,9,65,116,32763
14,16,10,127,117,32763
15,20,11,128,118,32763
18,59,12,129,119,32763
19,60,14,255,120,32763
20,61,15,256,121,32763
21,62,16,257,122,32763
27,63,17,511,123,32763
30,66,31,512,124,32763
31,67,32,513,125,32763
32,68,33,1023,126,32763
35,69,65471,1024,127,32763
36,128,65503,1025,128,32763
37,129,65504,2047,129,32763
60,131,65505,2048,255,32763
63,251,65519,2049,256,32763
65,252,65520,4095,257,32763
67,254,63,4096,511,32763
68,0,64,4097,512,32763
124,1,65,8191,513,32763
125,4,128,8192,1023,32763
127,5,129,8193,1024,32763
130,8,255,9993,1025,32763
131,15,256,9994,2047,32763
132,17,257,9995,2048,32763
133,18,512,9996,2049,32763
251,21,1023,9997,4095,32763
255,27,1024,9998,4096,32763
4,28,1025,9999,4097,32763
5,29,2047,10000,8191,32763
8,30,4096,10001,8192,32763
16,32,8191,10002,8193,32763
17,33,8192,10003,16383,32763
28,35,8193,10004,16384,32763
33,36,10000,16383,16385,32763
59,37,16384,16384,32767,32763
62,124,16385,16385,32768,32763
64,126,32767,32767,32769,32763
66,127,32769,32768,65471,32763
129,130,65472,32769,65472,32763
9,19,65473,65471,65473,32763
34,31,65527,65472,65503,32763
61,34,65530,65473,65504,32763
15,17,65531,65503,65505,32763
17,9,3,65504,65519,32763
127,127,4,65505,65520,32763
19,19,5,65519,65521,32763
66,68,127,65520,65527,32763
130,63,2048,65521,65528,32763
21,11,4095,65527,65529,32763
11,67,16383,65528,65530,32763
3,21,32768,65529,65531,32763
27,67,128,65530,65532,32763
64,59,65471,65531,65533,32763
254,252,32767,65532,65534,32763
15,28,65472,65533,65535,32763
68,31,65531,65534,0,32763
35,13,4096,65535,512,32763
69,64,65521,0,1,32765
1,253,65533,1,2,32765
29,3,65535,2,3,32765
30,6,0,3,4,32765
31,7,7,4,5,32765
32,9,13,5,7,32765
35,10,511,7,8,32765
36,11,513,8,9,32765
37,12,2049,9,15,32765
60,13,4097,15,16,32765
63,14,8191,16,17,32765
65,16,8192,17,31,32765
67,20,8193,31,32,32765
68,59,10000,32,33,32765
123,65,16384,33,63,32765
126,123,16385,63,64,32765
128,125,32767,64,65,32765
252,132,32769,65,116,32765
253,133,65471,127,117,32765
254,255,65503,128,118,32765
0,2,65504,129,119,32765
2,4,65505,255,120,32765
3,5,65519,256,121,32765
6,8,65520,257,122,32765
7,15,65528,511,123,32765
10,17,65529,512,124,32765
11,18,65532,513,125,32765
12,21,65534,1023,126,32765
13,27,1,1024,127,32765
14,28,2,1025,128,32765
15,29,8,2047,129,32765
18,30,9,2048,255,32765
19,32,10,2049,256,32765
20,33,11,4095,257,32765
21,35,12,4096,511,32765
27,36,14,4097,512,32765
28,37,15,8191,513,32765
33,60,16,8192,1023,32765
59,61,17,8193,1024,32765
62,62,31,9993,1025,32765
64,63,32,9994,2047,32765
66,66,33,9995,2048,32765
124,67,63,9996,2049,32765
125,68,64,9997,4095,32765
127,69,65,9998,4096,32765
130,128,128,9999,4097,32765
131,129,129,10000,8191,32765
132,131,255,10001,8192,32765
133,251,256,10002,8193,32765
251,252,257,10003,16383,32765
255,254,512,10004,16384,32765
4,0,1023,16383,16385,32765
5,1,1024,16384,32767,32765
8,19,1025,16385,32768,32765
16,31,2047,32767,32769,32765
17,34,2049,32768,65471,32765
34,124,4096,32769,65472,32765
61,126,16383,65471,65473,32765
129,127,32768,65472,65503,32765
9,130,65472,65473,65504,32765
131,67,65473,65503,65505,32765
34,10,65527,65504,65519,32765
19,125,65530,65505,65520,32765
29,30,65531,65519,65521,32765
255,133,3,65520,65527,32765
10,17,4,65521,65528,32765
68,13,5,65527,65529,32765
131,27,127,65528,65530,32765
128,65,2048,65529,65531,32765
37,125,4095,65530,65532,32765
20,18,63,65531,65533,32765
124,34,65520,65532,65534,32765
63,66,65532,65533,65535,32765
29,62,12,65534,0,32765
32,13,32,65535,1024,32765
29,253,4097,0,1,32767
69,3,65521,1,2,32767
1,64,65533,2,3,32767
2,65,65535,3,4,32767
3,123,0,4,5,32767
6,125,7,5,7,32767
7,132,13,7,8,32767
10,133,511,8,9,32767
11,255,513,9,15,32767
12,2,1023,15,16,32767
13,6,1024,16,17,32767
14,7,1025,17,31,32767
15,9,2047,31,32,32767
18,10,2049,32,33,32767
19,11,4096,33,63,32767
20,12,8191,63,64,32767
21,13,8192,64,65,32767
27,14,8193,65,116,32767
30,16,10000,127,117,32767
31,20,16384,128,118,32767
32,59,16385,129,119,32767
35,60,32767,255,120,32767
36,61,32769,256,121,32767
37,62,65471,257,122,32767
60,63,65503,511,123,32767
63,66,65504,512,124,32767
65,67,65505,513,125,32767
67,68,65519,1023,126,32767
68,69,65520,1024,127,32767
123,128,65528,1025,128,32767
126,129,65529,2047,129,32767
128,131,65532,2048,255,32767
252,251,65534,2049,256,32767
253,252,1,4095,257,32767
254,254,2,4096,511,32767
0,0,8,4097,512,32767
4,1,9,8191,513,32767
5,4,10,8192,1023,32767
8,5,11,8193,1024,32767
16,8,12,9993,1025,32767
17,15,14,9994,2047,32767
28,17,15,9995,2048,32767
33,18,16,9996,2049,32767
59,21,17,9997,4095,32767
62,27,31,9998,4096,32767
64,28,32,9999,4097,32767
66,29,33,10000,8191,32767
124,30,63,10001,8192,32767
125,32,64,10002,8193,32767
127,33,65,10003,16383,32767
130,35,128,10004,16384,32767
131,36,129,16383,16385,32767
132,37,255,16384,32767,32767
133,124,256,16385,32768,32767
251,126,257,32767,32769,32767
255,127,512,32768,65471,32767
9,130,2048,32769,65472,32767
34,19,4095,65471,65473,32767
61,31,8191,65472,65503,32767
129,34,16383,65473,65504,32767
2,59,32768,65503,65505,32767
29,63,65472,65504,65519,32767
32,124,65473,65505,65520,32767
64,6,65527,65519,65521,32767
13,0,65530,65520,65527,32767
29,21,65531,65521,65528,32767
252,32,3,65527,65529,32767
31,10,4,65528,65530,32767
32,21,5,65529,65531,32767
20,15,127,65530,65532,32767
9,133,32768,65531,65533,32767
131,61,65532,65532,65534,32767
255,132,129,65533,65535,32767
36,251,1,65534,0,32767
0,14,257,65535,513,32767
1,64,511,0,1,32769
29,253,513,1,2,32769
69,3,4097,2,3,32769
123,6,65521,3,4,32769
126,7,65533,4,5,32769
128,9,65535,5,7,32769
252,10,0,7,8,32769
253,11,7,8,9,32769
254,12,13,9,15,32769
0,13,14,15,16,32769
2,14,15,16,17,32769
3,16,16,17,31,32769
6,20,17,31,32,32769
7,59,31,32,33,32769
10,65,32,33,63,32769
11,123,33,63,64,32769
12,125,63,64,65,32769
13,132,64,65,116,32769
14,133,65,127,117,32769
15,255,128,128,118,32769
18,2,129,129,119,32769
19,4,255,255,120,32769
20,5,256,256,121,32769
21,8,257,257,122,32769
27,15,512,511,123,32769
30,17,1023,512,124,32769
31,18,1024,513,125,32769
32,21,1025,1023,126,32769
35,27,2047,1024,127,32769
36,28,2049,1025,128,32769
37,29,4096,2047,129,32769
60,30,8192,2048,255,32769
63,32,8193,2049,256,32769
65,33,10000,4095,257,32769
67,35,16384,4096,511,32769
68,36,16385,4097,512,32769
124,37,32767,8191,513,32769
125,60,32769,8192,1023,32769
127,61,65471,8193,1024,32769
130,62,65503,9993,1025,32769
131,63,65504,9994,2047,32769
132,66,65505,9995,2048,32769
133,67,65519,9996,2049,32769
